model_key	point_id	language_script	group	x	y	text_preview
v52_fvt_conv5way_step32000	p0	dtp_Latn	v5_target	-0.193596	-0.503074	Songkuro ginayo lo?
v52_fvt_conv5way_step32000	p1	eng_Latn	v5_target	-0.498717	0.173657	How big will it be?
v52_fvt_conv5way_step32000	p2	dtp_Latn	v5_target	-0.139805	-0.440721	Langad-langadon ku diya!
v52_fvt_conv5way_step32000	p3	eng_Latn	v5_target	-0.403609	0.264098	My longing for you is killing me!
v52_fvt_conv5way_step32000	p4	dtp_Latn	v5_target	0.382438	-0.476117	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_fvt_conv5way_step32000	p5	eng_Latn	v5_target	-0.374814	0.301946	I recently broke up with my boyfriend of three years.
v52_fvt_conv5way_step32000	p6	dtp_Latn	v5_target	0.340117	-0.624619	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_fvt_conv5way_step32000	p7	eng_Latn	v5_target	-0.351037	0.418752	I've been able to drive for more than twenty years.
v52_fvt_conv5way_step32000	p8	dtp_Latn	v5_target	-0.374523	-0.288217	Luminabus i Tom.
v52_fvt_conv5way_step32000	p9	eng_Latn	v5_target	-0.559692	-0.096589	Tom was out.
v52_fvt_conv5way_step32000	p10	dtp_Latn	v5_target	-0.180494	-0.640820	Manu oku poposolon di Tom.
v52_fvt_conv5way_step32000	p11	eng_Latn	v5_target	-0.481423	0.153035	I want to make Tom jealous.
v52_fvt_conv5way_step32000	p12	dtp_Latn	v5_target	-0.142744	-0.620462	Orohian ko' do kumaau.
v52_fvt_conv5way_step32000	p13	eng_Latn	v5_target	-0.576813	0.051284	You like swimming.
v52_fvt_conv5way_step32000	p14	dtp_Latn	v5_target	-0.040044	-0.554575	Au kou mangandad no sominggu?
v52_fvt_conv5way_step32000	p15	eng_Latn	v5_target	-0.372796	0.323252	Couldn't you have just waited a week?
v52_fvt_conv5way_step32000	p16	dtp_Latn	v5_target	-0.037318	-0.542899	Osonong tomod ura tinan nu mantad doho.
v52_fvt_conv5way_step32000	p17	eng_Latn	v5_target	-0.464772	0.340628	You're in better shape than I am.
v52_fvt_conv5way_step32000	p18	dtp_Latn	v5_target	-0.171225	-0.505190	Mamadil oku kama dau.
v52_fvt_conv5way_step32000	p19	eng_Latn	v5_target	-0.511903	0.150327	I'm gonna shoot him.
v52_fvt_conv5way_step32000	p20	dtp_Latn	v5_target	0.139202	-0.628481	Nokoumbal kou nokorongou diti tangon no?
v52_fvt_conv5way_step32000	p21	eng_Latn	v5_target	-0.453269	0.216912	Have you heard this story already?
v52_fvt_conv5way_step32000	p22	dtp_Latn	v5_target	0.061543	-0.613838	Obuli ko' daa lumisok kaka ri?
v52_fvt_conv5way_step32000	p23	eng_Latn	v5_target	-0.520180	0.186091	Can you keep a secret?
