model_key	point_id	language_script	group	x	y	text_preview
v52_weighted_fvt_conv5way_step38000	p0	dtp_Latn	v5_target	-0.221167	-0.579949	Songkuro ginayo lo?
v52_weighted_fvt_conv5way_step38000	p1	eng_Latn	v5_target	-0.515385	0.154731	How big will it be?
v52_weighted_fvt_conv5way_step38000	p2	dtp_Latn	v5_target	-0.154490	-0.473061	Langad-langadon ku diya!
v52_weighted_fvt_conv5way_step38000	p3	eng_Latn	v5_target	-0.384787	0.258708	My longing for you is killing me!
v52_weighted_fvt_conv5way_step38000	p4	dtp_Latn	v5_target	0.426575	-0.482952	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_weighted_fvt_conv5way_step38000	p5	eng_Latn	v5_target	-0.343731	0.271273	I recently broke up with my boyfriend of three years.
v52_weighted_fvt_conv5way_step38000	p6	dtp_Latn	v5_target	0.324414	-0.586718	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_weighted_fvt_conv5way_step38000	p7	eng_Latn	v5_target	-0.360493	0.387497	I've been able to drive for more than twenty years.
v52_weighted_fvt_conv5way_step38000	p8	dtp_Latn	v5_target	-0.368556	-0.274989	Luminabus i Tom.
v52_weighted_fvt_conv5way_step38000	p9	eng_Latn	v5_target	-0.523222	-0.105619	Tom was out.
v52_weighted_fvt_conv5way_step38000	p10	dtp_Latn	v5_target	-0.187339	-0.589757	Manu oku poposolon di Tom.
v52_weighted_fvt_conv5way_step38000	p11	eng_Latn	v5_target	-0.446090	0.129818	I want to make Tom jealous.
v52_weighted_fvt_conv5way_step38000	p12	dtp_Latn	v5_target	-0.171643	-0.575292	Orohian ko' do kumaau.
v52_weighted_fvt_conv5way_step38000	p13	eng_Latn	v5_target	-0.554771	-0.010522	You like swimming.
v52_weighted_fvt_conv5way_step38000	p14	dtp_Latn	v5_target	-0.014064	-0.591314	Au kou mangandad no sominggu?
v52_weighted_fvt_conv5way_step38000	p15	eng_Latn	v5_target	-0.366456	0.282996	Couldn't you have just waited a week?
v52_weighted_fvt_conv5way_step38000	p16	dtp_Latn	v5_target	0.028889	-0.526263	Osonong tomod ura tinan nu mantad doho.
v52_weighted_fvt_conv5way_step38000	p17	eng_Latn	v5_target	-0.453534	0.336117	You're in better shape than I am.
v52_weighted_fvt_conv5way_step38000	p18	dtp_Latn	v5_target	-0.125393	-0.476956	Mamadil oku kama dau.
v52_weighted_fvt_conv5way_step38000	p19	eng_Latn	v5_target	-0.459158	0.141226	I'm gonna shoot him.
v52_weighted_fvt_conv5way_step38000	p20	dtp_Latn	v5_target	0.137070	-0.640576	Nokoumbal kou nokorongou diti tangon no?
v52_weighted_fvt_conv5way_step38000	p21	eng_Latn	v5_target	-0.439115	0.230296	Have you heard this story already?
v52_weighted_fvt_conv5way_step38000	p22	dtp_Latn	v5_target	0.104980	-0.552437	Obuli ko' daa lumisok kaka ri?
v52_weighted_fvt_conv5way_step38000	p23	eng_Latn	v5_target	-0.505367	0.139051	Can you keep a secret?
v52_weighted_fvt_conv5way_step38000	p24	dtp_Latn	v5_target	0.255956	-0.517885	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_weighted_fvt_conv5way_step38000	p25	eng_Latn	v5_target	-0.340898	0.344543	A piano is expensive, but a car is more expensive.
v52_weighted_fvt_conv5way_step38000	p26	dtp_Latn	v5_target	-0.022033	-0.526277	Minsingilo' ko' nangku boros Inggilis?
v52_weighted_fvt_conv5way_step38000	p27	eng_Latn	v5_target	-0.422137	0.026186	Do you study English?
v52_weighted_fvt_conv5way_step38000	p28	dtp_Latn	v5_target	0.062869	-0.470300	Milo' oku daa mokianu kamus nu?
v52_weighted_fvt_conv5way_step38000	p29	eng_Latn	v5_target	-0.434219	0.019365	May I borrow your dictionary?
