model_key	point_id	language_script	group	x	y	text_preview
v52_mean_conv5way_step1000	p0	dtp_Latn	v5_target	0.057813	-0.531846	Songkuro ginayo lo?
v52_mean_conv5way_step1000	p1	eng_Latn	v5_target	-0.564702	0.134671	How big will it be?
v52_mean_conv5way_step1000	p2	dtp_Latn	v5_target	0.029822	-0.473318	Langad-langadon ku diya!
v52_mean_conv5way_step1000	p3	eng_Latn	v5_target	-0.521659	0.245518	My longing for you is killing me!
v52_mean_conv5way_step1000	p4	dtp_Latn	v5_target	0.528893	-0.452575	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_mean_conv5way_step1000	p5	eng_Latn	v5_target	-0.469124	0.211792	I recently broke up with my boyfriend of three years.
v52_mean_conv5way_step1000	p6	dtp_Latn	v5_target	0.434964	-0.560324	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_mean_conv5way_step1000	p7	eng_Latn	v5_target	-0.517255	0.322648	I've been able to drive for more than twenty years.
v52_mean_conv5way_step1000	p8	dtp_Latn	v5_target	-0.255772	-0.379886	Luminabus i Tom.
v52_mean_conv5way_step1000	p9	eng_Latn	v5_target	-0.518551	-0.161978	Tom was out.
v52_mean_conv5way_step1000	p10	dtp_Latn	v5_target	0.000802	-0.569074	Manu oku poposolon di Tom.
v52_mean_conv5way_step1000	p11	eng_Latn	v5_target	-0.553485	0.097079	I want to make Tom jealous.
v52_mean_conv5way_step1000	p12	dtp_Latn	v5_target	0.003943	-0.637046	Orohian ko' do kumaau.
v52_mean_conv5way_step1000	p13	eng_Latn	v5_target	-0.622222	-0.043590	You like swimming.
v52_mean_conv5way_step1000	p14	dtp_Latn	v5_target	0.156706	-0.545233	Au kou mangandad no sominggu?
v52_mean_conv5way_step1000	p15	eng_Latn	v5_target	-0.512568	0.272712	Couldn't you have just waited a week?
v52_mean_conv5way_step1000	p16	dtp_Latn	v5_target	0.117814	-0.641257	Osonong tomod ura tinan nu mantad doho.
v52_mean_conv5way_step1000	p17	eng_Latn	v5_target	-0.590405	0.262336	You're in better shape than I am.
v52_mean_conv5way_step1000	p18	dtp_Latn	v5_target	-0.027498	-0.546895	Mamadil oku kama dau.
v52_mean_conv5way_step1000	p19	eng_Latn	v5_target	-0.564033	0.108676	I'm gonna shoot him.
v52_mean_conv5way_step1000	p20	dtp_Latn	v5_target	0.190136	-0.652754	Nokoumbal kou nokorongou diti tangon no?
v52_mean_conv5way_step1000	p21	eng_Latn	v5_target	-0.550330	0.171013	Have you heard this story already?
v52_mean_conv5way_step1000	p22	dtp_Latn	v5_target	0.235874	-0.502379	Obuli ko' daa lumisok kaka ri?
v52_mean_conv5way_step1000	p23	eng_Latn	v5_target	-0.580516	0.116724	Can you keep a secret?
v52_mean_conv5way_step1000	p24	dtp_Latn	v5_target	0.256278	-0.569739	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_mean_conv5way_step1000	p25	eng_Latn	v5_target	-0.478570	0.352301	A piano is expensive, but a car is more expensive.
v52_mean_conv5way_step1000	p26	dtp_Latn	v5_target	0.118156	-0.535136	Minsingilo' ko' nangku boros Inggilis?
v52_mean_conv5way_step1000	p27	eng_Latn	v5_target	-0.516058	0.027325	Do you study English?
v52_mean_conv5way_step1000	p28	dtp_Latn	v5_target	0.142615	-0.506025	Milo' oku daa mokianu kamus nu?
v52_mean_conv5way_step1000	p29	eng_Latn	v5_target	-0.501742	-0.102194	May I borrow your dictionary?
v52_mean_conv5way_step1000	p30	dtp_Latn	v5_target	0.057442	-0.520836	Otopot toi maso id jam nu?
v52_mean_conv5way_step1000	p31	eng_Latn	v5_target	-0.553005	0.030676	Is your watch correct?
v52_mean_conv5way_step1000	p32	dtp_Latn	v5_target	0.528004	-0.390101	Tinantu i pososoriuk nopo tumau sompomogunan nga milo' gompion gisom do hatus toun tobontol.
v52_mean_conv5way_step1000	p33	eng_Latn	v5_target	-0.441259	0.320165	Some scientists predict that the world oil reserves will be used up within a century.
v52_mean_conv5way_step1000	p34	dtp_Latn	v5_target	-0.110133	-0.458958	Manu ko' do apol?
v52_mean_conv5way_step1000	p35	eng_Latn	v5_target	-0.609223	0.046296	Do you like apples?
v52_mean_conv5way_step1000	p36	dtp_Latn	v5_target	-0.050050	-0.523479	Mada oku dii.
v52_mean_conv5way_step1000	p37	eng_Latn	v5_target	-0.523627	0.079727	I don't think so.
v52_mean_conv5way_step1000	p38	dtp_Latn	v5_target	-0.145423	-0.630303	Olumis ilo wotik.
v52_mean_conv5way_step1000	p39	eng_Latn	v5_target	-0.552358	0.140092	That's a pretty colour.
v52_mean_conv5way_step1000	p40	dtp_Latn	v5_target	0.221334	-0.649684	Au oku nokoilo nunu o taakan ku kosodop.
v52_mean_conv5way_step1000	p41	eng_Latn	v5_target	-0.564472	0.235264	I can't remember what I ate last night.
v52_mean_conv5way_step1000	p42	dtp_Latn	v5_target	0.129642	-0.419506	Nokoumbal ko' minoi hilo'd Paris di gulu?
v52_mean_conv5way_step1000	p43	eng_Latn	v5_target	-0.511747	0.175350	Have you ever been to Paris?
v52_mean_conv5way_step1000	p44	dtp_Latn	v5_target	0.152428	-0.674937	Kikaraja isido dot oruhai sabaagi do mananaip.
v52_mean_conv5way_step1000	p45	eng_Latn	v5_target	-0.428020	0.141480	She got a part-time job as a typist.
v52_mean_conv5way_step1000	p46	dtp_Latn	v5_target	0.457766	-0.461217	Manahak nopo do tunturu tokoro nga onuan disio do tunturu ngai iso longon.
v52_mean_conv5way_step1000	p47	eng_Latn	v5_target	-0.460885	0.430994	Give someone the little finger, and he will take the whole hand.
v52_mean_conv5way_step1000	p48	dtp_Latn	v5_target	-0.026243	-0.574221	Muhot oku diya po toruhai kio.
v52_mean_conv5way_step1000	p49	eng_Latn	v5_target	-0.559108	0.246611	I want to ask you one last favor.
v52_mean_conv5way_step1000	p50	dtp_Latn	v5_target	0.102914	-0.424902	Ih singa nopo nga wowoyoon hiri'd gowuton.
v52_mean_conv5way_step1000	p51	eng_Latn	v5_target	-0.469303	0.200471	The lion is the king of the jungle.
v52_mean_conv5way_step1000	p52	dtp_Latn	v5_target	-0.057545	-0.614319	Au tagal tikit.
v52_mean_conv5way_step1000	p53	eng_Latn	v5_target	-0.569977	0.010556	No tickets are needed.
v52_mean_conv5way_step1000	p54	dtp_Latn	v5_target	0.057092	-0.705737	Au tagal yahai ponongkiboros diolo.
v52_mean_conv5way_step1000	p55	eng_Latn	v5_target	-0.605251	0.209089	We don't need to talk to them.
v52_mean_conv5way_step1000	p56	dtp_Latn	v5_target	-0.050798	-0.618760	Nunu binoli nu?
v52_mean_conv5way_step1000	p57	eng_Latn	v5_target	-0.462015	0.007602	What did you buy?
v52_mean_conv5way_step1000	p58	dtp_Latn	v5_target	-0.139475	-0.538785	Obulou ilo tawan.
v52_mean_conv5way_step1000	p59	eng_Latn	v5_target	-0.573613	-0.063761	The sky is blue.
v52_mean_conv5way_step1000	p60	dtp_Latn	v5_target	0.345312	-0.345184	Orohian nogi mintong do pulitik tulun Amorika kokomoi do timpu pomilian do pirisidion.
v52_mean_conv5way_step1000	p61	eng_Latn	v5_target	-0.441235	0.213340	It's interesting to observe American politics, especially during a presidential election.
v52_mean_conv5way_step1000	p62	dtp_Latn	v5_target	-0.036652	-0.542171	Iti nopo nga bunsiling di Mike.
v52_mean_conv5way_step1000	p63	eng_Latn	v5_target	-0.535392	0.114755	This is Mike's bicycle.
v52_mean_conv5way_step1000	p64	dtp_Latn	v5_target	0.584581	-0.313417	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_mean_conv5way_step1000	p65	eng_Latn	v5_target	-0.375314	0.536062	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_mean_conv5way_step1000	p66	dtp_Latn	v5_target	0.008894	-0.492914	I Andi Smith songulun mongigia boros Inggilis?
v52_mean_conv5way_step1000	p67	eng_Latn	v5_target	-0.518341	0.044871	Is Mrs. Smith an English teacher?
v52_mean_conv5way_step1000	p68	dtp_Latn	v5_target	0.142428	-0.310854	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_mean_conv5way_step1000	p69	eng_Latn	v5_target	-0.523430	0.126404	Tom drove Mary's car to Boston.
v52_mean_conv5way_step1000	p70	dtp_Latn	v5_target	0.062838	-0.523079	Nokuro tu apatut yahai maan dilo?
v52_mean_conv5way_step1000	p71	eng_Latn	v5_target	-0.575696	0.264648	Why would we need to do that?
v52_mean_conv5way_step1000	p72	dtp_Latn	v5_target	0.065413	-0.405243	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_mean_conv5way_step1000	p73	eng_Latn	v5_target	-0.531188	0.172189	Tom should already be in Australia by now.
v52_mean_conv5way_step1000	p74	dtp_Latn	v5_target	-0.086783	-0.628518	Maan oku do tosikap kio.
v52_mean_conv5way_step1000	p75	eng_Latn	v5_target	-0.497162	-0.036664	I have to hurry!
v52_mean_conv5way_step1000	p76	dtp_Latn	v5_target	-0.112715	-0.450586	Umbalan ku no koti.
v52_mean_conv5way_step1000	p77	eng_Latn	v5_target	-0.582682	0.049989	I have to try.
v52_mean_conv5way_step1000	p78	dtp_Latn	v5_target	-0.018827	-0.577650	Rongoho no sawo nu oi Tom.
v52_mean_conv5way_step1000	p79	eng_Latn	v5_target	-0.629050	0.125144	Listen to your wife, Tom.
v52_mean_conv5way_step1000	p80	dtp_Latn	v5_target	0.108224	-0.624895	Atuukoi, iti nopo nga tangaraat nodi!
v52_mean_conv5way_step1000	p81	eng_Latn	v5_target	-0.445440	0.203150	Oh my god, it's complete chaos!
v52_mean_conv5way_step1000	p82	dtp_Latn	v5_target	-0.073637	-0.648751	Ongotumbayaan i toinsanan.
v52_mean_conv5way_step1000	p83	eng_Latn	v5_target	-0.639360	0.113826	Everybody believes it.
v52_mean_conv5way_step1000	p84	dtp_Latn	v5_target	0.045242	-0.705816	Amu kopunong sisimbar nu.
v52_mean_conv5way_step1000	p85	eng_Latn	v5_target	-0.650604	0.029474	Your answer is wrong.
v52_mean_conv5way_step1000	p86	dtp_Latn	v5_target	-0.029600	-0.599947	Poopio ilo rinomos id labus.
v52_mean_conv5way_step1000	p87	eng_Latn	v5_target	-0.456460	-0.156685	Put the garbage outside.
v52_mean_conv5way_step1000	p88	dtp_Latn	v5_target	-0.071550	-0.558293	Otopot ko diti?
v52_mean_conv5way_step1000	p89	eng_Latn	v5_target	-0.590407	0.174185	Are you sure this is real?
