model_key	point_id	language_script	group	x	y	text_preview
v52_mean_conv5way_step26000	p0	dtp_Latn	v5_target	-0.045604	-0.555604	Songkuro ginayo lo?
v52_mean_conv5way_step26000	p1	eng_Latn	v5_target	-0.513729	0.125380	How big will it be?
v52_mean_conv5way_step26000	p2	dtp_Latn	v5_target	-0.014339	-0.485071	Langad-langadon ku diya!
v52_mean_conv5way_step26000	p3	eng_Latn	v5_target	-0.428539	0.216215	My longing for you is killing me!
v52_mean_conv5way_step26000	p4	dtp_Latn	v5_target	0.496179	-0.377984	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_mean_conv5way_step26000	p5	eng_Latn	v5_target	-0.401880	0.287249	I recently broke up with my boyfriend of three years.
v52_mean_conv5way_step26000	p6	dtp_Latn	v5_target	0.365204	-0.477628	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_mean_conv5way_step26000	p7	eng_Latn	v5_target	-0.394621	0.368711	I've been able to drive for more than twenty years.
v52_mean_conv5way_step26000	p8	dtp_Latn	v5_target	-0.374087	-0.332945	Luminabus i Tom.
v52_mean_conv5way_step26000	p9	eng_Latn	v5_target	-0.532205	-0.147349	Tom was out.
v52_mean_conv5way_step26000	p10	dtp_Latn	v5_target	-0.118880	-0.602339	Manu oku poposolon di Tom.
v52_mean_conv5way_step26000	p11	eng_Latn	v5_target	-0.534063	0.077851	I want to make Tom jealous.
v52_mean_conv5way_step26000	p12	dtp_Latn	v5_target	-0.133600	-0.583396	Orohian ko' do kumaau.
v52_mean_conv5way_step26000	p13	eng_Latn	v5_target	-0.555896	0.047156	You like swimming.
v52_mean_conv5way_step26000	p14	dtp_Latn	v5_target	0.094728	-0.636471	Au kou mangandad no sominggu?
v52_mean_conv5way_step26000	p15	eng_Latn	v5_target	-0.423124	0.294091	Couldn't you have just waited a week?
v52_mean_conv5way_step26000	p16	dtp_Latn	v5_target	0.187649	-0.498629	Osonong tomod ura tinan nu mantad doho.
v52_mean_conv5way_step26000	p17	eng_Latn	v5_target	-0.511911	0.267503	You're in better shape than I am.
v52_mean_conv5way_step26000	p18	dtp_Latn	v5_target	-0.117320	-0.544567	Mamadil oku kama dau.
v52_mean_conv5way_step26000	p19	eng_Latn	v5_target	-0.541221	0.087733	I'm gonna shoot him.
v52_mean_conv5way_step26000	p20	dtp_Latn	v5_target	0.221459	-0.579985	Nokoumbal kou nokorongou diti tangon no?
v52_mean_conv5way_step26000	p21	eng_Latn	v5_target	-0.434360	0.184352	Have you heard this story already?
v52_mean_conv5way_step26000	p22	dtp_Latn	v5_target	0.224532	-0.515688	Obuli ko' daa lumisok kaka ri?
v52_mean_conv5way_step26000	p23	eng_Latn	v5_target	-0.544033	0.138742	Can you keep a secret?
v52_mean_conv5way_step26000	p24	dtp_Latn	v5_target	0.323804	-0.418487	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_mean_conv5way_step26000	p25	eng_Latn	v5_target	-0.395349	0.364738	A piano is expensive, but a car is more expensive.
v52_mean_conv5way_step26000	p26	dtp_Latn	v5_target	0.068892	-0.446689	Minsingilo' ko' nangku boros Inggilis?
v52_mean_conv5way_step26000	p27	eng_Latn	v5_target	-0.470683	-0.010243	Do you study English?
v52_mean_conv5way_step26000	p28	dtp_Latn	v5_target	0.108683	-0.523152	Milo' oku daa mokianu kamus nu?
v52_mean_conv5way_step26000	p29	eng_Latn	v5_target	-0.480839	-0.107906	May I borrow your dictionary?
v52_mean_conv5way_step26000	p30	dtp_Latn	v5_target	-0.004469	-0.627329	Otopot toi maso id jam nu?
v52_mean_conv5way_step26000	p31	eng_Latn	v5_target	-0.538893	0.024531	Is your watch correct?
v52_mean_conv5way_step26000	p32	dtp_Latn	v5_target	0.531615	-0.418883	Tinantu i pososoriuk nopo tumau sompomogunan nga milo' gompion gisom do hatus toun tobontol.
v52_mean_conv5way_step26000	p33	eng_Latn	v5_target	-0.305283	0.382683	Some scientists predict that the world oil reserves will be used up within a century.
v52_mean_conv5way_step26000	p34	dtp_Latn	v5_target	-0.153363	-0.495325	Manu ko' do apol?
v52_mean_conv5way_step26000	p35	eng_Latn	v5_target	-0.536859	0.091977	Do you like apples?
v52_mean_conv5way_step26000	p36	dtp_Latn	v5_target	-0.180984	-0.519574	Mada oku dii.
v52_mean_conv5way_step26000	p37	eng_Latn	v5_target	-0.486786	0.114724	I don't think so.
v52_mean_conv5way_step26000	p38	dtp_Latn	v5_target	-0.232371	-0.578404	Olumis ilo wotik.
v52_mean_conv5way_step26000	p39	eng_Latn	v5_target	-0.546702	0.123690	That's a pretty colour.
v52_mean_conv5way_step26000	p40	dtp_Latn	v5_target	0.150575	-0.568454	Au oku nokoilo nunu o taakan ku kosodop.
v52_mean_conv5way_step26000	p41	eng_Latn	v5_target	-0.473900	0.260623	I can't remember what I ate last night.
v52_mean_conv5way_step26000	p42	dtp_Latn	v5_target	0.243836	-0.456492	Nokoumbal ko' minoi hilo'd Paris di gulu?
v52_mean_conv5way_step26000	p43	eng_Latn	v5_target	-0.465463	0.150619	Have you ever been to Paris?
v52_mean_conv5way_step26000	p44	dtp_Latn	v5_target	0.163571	-0.609200	Kikaraja isido dot oruhai sabaagi do mananaip.
v52_mean_conv5way_step26000	p45	eng_Latn	v5_target	-0.371141	0.213606	She got a part-time job as a typist.
v52_mean_conv5way_step26000	p46	dtp_Latn	v5_target	0.427194	-0.355867	Manahak nopo do tunturu tokoro nga onuan disio do tunturu ngai iso longon.
v52_mean_conv5way_step26000	p47	eng_Latn	v5_target	-0.357897	0.424775	Give someone the little finger, and he will take the whole hand.
v52_mean_conv5way_step26000	p48	dtp_Latn	v5_target	-0.148570	-0.569548	Muhot oku diya po toruhai kio.
v52_mean_conv5way_step26000	p49	eng_Latn	v5_target	-0.486186	0.233983	I want to ask you one last favor.
v52_mean_conv5way_step26000	p50	dtp_Latn	v5_target	0.208798	-0.389040	Ih singa nopo nga wowoyoon hiri'd gowuton.
v52_mean_conv5way_step26000	p51	eng_Latn	v5_target	-0.391727	0.277277	The lion is the king of the jungle.
v52_mean_conv5way_step26000	p52	dtp_Latn	v5_target	-0.004608	-0.592009	Au tagal tikit.
v52_mean_conv5way_step26000	p53	eng_Latn	v5_target	-0.507093	0.010160	No tickets are needed.
v52_mean_conv5way_step26000	p54	dtp_Latn	v5_target	0.115861	-0.602010	Au tagal yahai ponongkiboros diolo.
v52_mean_conv5way_step26000	p55	eng_Latn	v5_target	-0.535597	0.235322	We don't need to talk to them.
v52_mean_conv5way_step26000	p56	dtp_Latn	v5_target	-0.124085	-0.601511	Nunu binoli nu?
v52_mean_conv5way_step26000	p57	eng_Latn	v5_target	-0.484928	0.061189	What did you buy?
v52_mean_conv5way_step26000	p58	dtp_Latn	v5_target	-0.159451	-0.560388	Obulou ilo tawan.
v52_mean_conv5way_step26000	p59	eng_Latn	v5_target	-0.617821	-0.023103	The sky is blue.
v52_mean_conv5way_step26000	p60	dtp_Latn	v5_target	0.371605	-0.284907	Orohian nogi mintong do pulitik tulun Amorika kokomoi do timpu pomilian do pirisidion.
v52_mean_conv5way_step26000	p61	eng_Latn	v5_target	-0.347383	0.352921	It's interesting to observe American politics, especially during a presidential election.
v52_mean_conv5way_step26000	p62	dtp_Latn	v5_target	0.070776	-0.483901	Iti nopo nga bunsiling di Mike.
v52_mean_conv5way_step26000	p63	eng_Latn	v5_target	-0.494913	0.115508	This is Mike's bicycle.
v52_mean_conv5way_step26000	p64	dtp_Latn	v5_target	0.547682	-0.277259	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_mean_conv5way_step26000	p65	eng_Latn	v5_target	-0.209945	0.553802	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_mean_conv5way_step26000	p66	dtp_Latn	v5_target	0.170693	-0.553389	I Andi Smith songulun mongigia boros Inggilis?
v52_mean_conv5way_step26000	p67	eng_Latn	v5_target	-0.464975	0.094035	Is Mrs. Smith an English teacher?
v52_mean_conv5way_step26000	p68	dtp_Latn	v5_target	0.274852	-0.293216	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_mean_conv5way_step26000	p69	eng_Latn	v5_target	-0.466072	0.146043	Tom drove Mary's car to Boston.
v52_mean_conv5way_step26000	p70	dtp_Latn	v5_target	0.116468	-0.485752	Nokuro tu apatut yahai maan dilo?
v52_mean_conv5way_step26000	p71	eng_Latn	v5_target	-0.478225	0.259286	Why would we need to do that?
v52_mean_conv5way_step26000	p72	dtp_Latn	v5_target	0.175018	-0.394504	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_mean_conv5way_step26000	p73	eng_Latn	v5_target	-0.502780	0.189849	Tom should already be in Australia by now.
v52_mean_conv5way_step26000	p74	dtp_Latn	v5_target	-0.242666	-0.531226	Maan oku do tosikap kio.
v52_mean_conv5way_step26000	p75	eng_Latn	v5_target	-0.496293	-0.124980	I have to hurry!
v52_mean_conv5way_step26000	p76	dtp_Latn	v5_target	-0.218178	-0.516621	Umbalan ku no koti.
v52_mean_conv5way_step26000	p77	eng_Latn	v5_target	-0.588751	0.053099	I have to try.
v52_mean_conv5way_step26000	p78	dtp_Latn	v5_target	0.000638	-0.549307	Rongoho no sawo nu oi Tom.
v52_mean_conv5way_step26000	p79	eng_Latn	v5_target	-0.560508	0.175046	Listen to your wife, Tom.
v52_mean_conv5way_step26000	p80	dtp_Latn	v5_target	0.091020	-0.563226	Atuukoi, iti nopo nga tangaraat nodi!
v52_mean_conv5way_step26000	p81	eng_Latn	v5_target	-0.386972	0.176443	Oh my god, it's complete chaos!
v52_mean_conv5way_step26000	p82	dtp_Latn	v5_target	-0.147368	-0.612948	Ongotumbayaan i toinsanan.
v52_mean_conv5way_step26000	p83	eng_Latn	v5_target	-0.604120	0.142238	Everybody believes it.
v52_mean_conv5way_step26000	p84	dtp_Latn	v5_target	-0.014967	-0.687640	Amu kopunong sisimbar nu.
v52_mean_conv5way_step26000	p85	eng_Latn	v5_target	-0.585143	0.064333	Your answer is wrong.
v52_mean_conv5way_step26000	p86	dtp_Latn	v5_target	-0.011352	-0.607120	Poopio ilo rinomos id labus.
v52_mean_conv5way_step26000	p87	eng_Latn	v5_target	-0.515670	-0.131441	Put the garbage outside.
v52_mean_conv5way_step26000	p88	dtp_Latn	v5_target	-0.049214	-0.620139	Otopot ko diti?
v52_mean_conv5way_step26000	p89	eng_Latn	v5_target	-0.548821	0.174116	Are you sure this is real?
v52_mean_conv5way_step26000	p90	dtp_Latn	v5_target	-0.026424	-0.569796	Awasiu iti waig do tikanas.
