model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_family_mean_conv5way_step39000	aligned_bible_src_eng	all	300	0.914877	0.034572	0.871140	0.965779
v52_family_mean_conv5way_step39000	aligned_bible_src_eng	v5_target	300	0.914877	0.034572	0.871140	0.965779
v52_family_mean_conv5way_step39000	aligned_tatoeba_src_eng	all	300	0.923704	0.205712	0.857081	0.983956
v52_family_mean_conv5way_step39000	aligned_tatoeba_src_eng	v5_target	300	0.923704	0.205712	0.857081	0.983956
v52_family_mean_conv5way_step39000	roundtrip_eng_pivot	all	300	0.912703	-0.003678	0.871140	0.947610
v52_family_mean_conv5way_step39000	roundtrip_eng_pivot	v5_target	300	0.912703	-0.003678	0.871140	0.947610
v52_family_mean_conv5way_step39000	roundtrip_src_eng	all	300	0.911604	0.011777	0.871140	0.948555
v52_family_mean_conv5way_step39000	roundtrip_src_eng	v5_target	300	0.911604	0.011777	0.871140	0.948555
v52_family_mean_conv5way_step39000	roundtrip_src_pivot	all	300	0.937130	0.342502	0.889236	0.975506
v52_family_mean_conv5way_step39000	roundtrip_src_pivot	v5_target	300	0.937130	0.342502	0.889236	0.975506
v52_family_mean_conv5way_step39000	same_language_bible_adjacent	all	300	0.978347	0.763504	0.926428	0.997873
v52_family_mean_conv5way_step39000	same_language_bible_adjacent	v5_target	300	0.978347	0.763504	0.926428	0.997873
v52_family_mean_conv5way_step39000	same_language_tatoeba_adjacent	all	300	0.948091	0.412153	0.887074	0.998723
v52_family_mean_conv5way_step39000	same_language_tatoeba_adjacent	v5_target	300	0.948091	0.412153	0.887074	0.998723
