model_key	point_id	language_script	group	x	y	text_preview
v52_family_mean_conv5way_step39000	p0	dtp_Latn	v5_target	-0.116540	-0.549366	Songkuro ginayo lo?
v52_family_mean_conv5way_step39000	p1	eng_Latn	v5_target	-0.504430	0.122045	How big will it be?
v52_family_mean_conv5way_step39000	p2	dtp_Latn	v5_target	-0.039378	-0.541731	Langad-langadon ku diya!
v52_family_mean_conv5way_step39000	p3	eng_Latn	v5_target	-0.423029	0.199391	My longing for you is killing me!
v52_family_mean_conv5way_step39000	p4	dtp_Latn	v5_target	0.491568	-0.392128	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_family_mean_conv5way_step39000	p5	eng_Latn	v5_target	-0.461918	0.260737	I recently broke up with my boyfriend of three years.
v52_family_mean_conv5way_step39000	p6	dtp_Latn	v5_target	0.400205	-0.525452	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_family_mean_conv5way_step39000	p7	eng_Latn	v5_target	-0.403395	0.373692	I've been able to drive for more than twenty years.
v52_family_mean_conv5way_step39000	p8	dtp_Latn	v5_target	-0.385171	-0.263316	Luminabus i Tom.
v52_family_mean_conv5way_step39000	p9	eng_Latn	v5_target	-0.523550	-0.138770	Tom was out.
v52_family_mean_conv5way_step39000	p10	dtp_Latn	v5_target	-0.173696	-0.562243	Manu oku poposolon di Tom.
v52_family_mean_conv5way_step39000	p11	eng_Latn	v5_target	-0.559879	0.025678	I want to make Tom jealous.
v52_family_mean_conv5way_step39000	p12	dtp_Latn	v5_target	0.044450	-0.649219	Orohian ko' do kumaau.
v52_family_mean_conv5way_step39000	p13	eng_Latn	v5_target	-0.538379	0.024263	You like swimming.
v52_family_mean_conv5way_step39000	p14	dtp_Latn	v5_target	0.091077	-0.659944	Au kou mangandad no sominggu?
v52_family_mean_conv5way_step39000	p15	eng_Latn	v5_target	-0.408805	0.264057	Couldn't you have just waited a week?
v52_family_mean_conv5way_step39000	p16	dtp_Latn	v5_target	0.123233	-0.567728	Osonong tomod ura tinan nu mantad doho.
v52_family_mean_conv5way_step39000	p17	eng_Latn	v5_target	-0.504052	0.286664	You're in better shape than I am.
v52_family_mean_conv5way_step39000	p18	dtp_Latn	v5_target	-0.190045	-0.545380	Mamadil oku kama dau.
v52_family_mean_conv5way_step39000	p19	eng_Latn	v5_target	-0.488412	0.105527	I'm gonna shoot him.
v52_family_mean_conv5way_step39000	p20	dtp_Latn	v5_target	0.140823	-0.637845	Nokoumbal kou nokorongou diti tangon no?
v52_family_mean_conv5way_step39000	p21	eng_Latn	v5_target	-0.502056	0.149731	Have you heard this story already?
v52_family_mean_conv5way_step39000	p22	dtp_Latn	v5_target	0.169025	-0.585774	Obuli ko' daa lumisok kaka ri?
v52_family_mean_conv5way_step39000	p23	eng_Latn	v5_target	-0.570678	0.109530	Can you keep a secret?
v52_family_mean_conv5way_step39000	p24	dtp_Latn	v5_target	0.296720	-0.446585	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_family_mean_conv5way_step39000	p25	eng_Latn	v5_target	-0.417322	0.343453	A piano is expensive, but a car is more expensive.
v52_family_mean_conv5way_step39000	p26	dtp_Latn	v5_target	0.143841	-0.536753	Minsingilo' ko' nangku boros Inggilis?
