model_key	point_id	language_script	group	x	y	text_preview
v52_family_mean_conv5way_step17000	p0	dtp_Latn	v5_target	-0.098944	-0.556334	Songkuro ginayo lo?
v52_family_mean_conv5way_step17000	p1	eng_Latn	v5_target	-0.498909	0.161233	How big will it be?
v52_family_mean_conv5way_step17000	p2	dtp_Latn	v5_target	0.037732	-0.538117	Langad-langadon ku diya!
v52_family_mean_conv5way_step17000	p3	eng_Latn	v5_target	-0.438413	0.200958	My longing for you is killing me!
v52_family_mean_conv5way_step17000	p4	dtp_Latn	v5_target	0.510636	-0.381107	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_family_mean_conv5way_step17000	p5	eng_Latn	v5_target	-0.470054	0.227990	I recently broke up with my boyfriend of three years.
v52_family_mean_conv5way_step17000	p6	dtp_Latn	v5_target	0.441837	-0.548986	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_family_mean_conv5way_step17000	p7	eng_Latn	v5_target	-0.419797	0.339171	I've been able to drive for more than twenty years.
v52_family_mean_conv5way_step17000	p8	dtp_Latn	v5_target	-0.406917	-0.286458	Luminabus i Tom.
v52_family_mean_conv5way_step17000	p9	eng_Latn	v5_target	-0.547216	-0.141433	Tom was out.
v52_family_mean_conv5way_step17000	p10	dtp_Latn	v5_target	-0.200554	-0.560681	Manu oku poposolon di Tom.
v52_family_mean_conv5way_step17000	p11	eng_Latn	v5_target	-0.536108	0.045827	I want to make Tom jealous.
v52_family_mean_conv5way_step17000	p12	dtp_Latn	v5_target	0.025765	-0.666099	Orohian ko' do kumaau.
v52_family_mean_conv5way_step17000	p13	eng_Latn	v5_target	-0.562181	0.029093	You like swimming.
v52_family_mean_conv5way_step17000	p14	dtp_Latn	v5_target	0.113550	-0.643442	Au kou mangandad no sominggu?
v52_family_mean_conv5way_step17000	p15	eng_Latn	v5_target	-0.430251	0.252718	Couldn't you have just waited a week?
v52_family_mean_conv5way_step17000	p16	dtp_Latn	v5_target	0.135408	-0.574603	Osonong tomod ura tinan nu mantad doho.
