task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
pseudoperplexity	lao_Laoo	lao	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/lao_Laoo
pseudoperplexity	mya_Mymr	mya	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mya_Mymr
pseudoperplexity	ara_Arab	ara	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ara_Arab
pseudoperplexity	mar_Deva	mar	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mar_Deva
pseudoperplexity	hau_Latn	hau	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hau_Latn
pseudoperplexity	uzb_Latn	uzb	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/uzb_Latn
pseudoperplexity	slv_Latn	slv	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/slv_Latn
pseudoperplexity	fin_Latn	fin	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/fin_Latn
pseudoperplexity	hun_Latn	hun	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hun_Latn
pseudoperplexity	cmn_Hani	cmn	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/cmn_Hani
pseudoperplexity	est_Latn	est	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/est_Latn
pseudoperplexity	bre_Latn	bre	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/bre_Latn
pseudoperplexity	hrv_Latn	hrv	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hrv_Latn
pseudoperplexity	jav_Latn	jav	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/jav_Latn
pseudoperplexity	ron_Latn	ron	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ron_Latn
pseudoperplexity	ell_Grek	ell	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ell_Grek
pseudoperplexity	nor_Latn	nor	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/nor_Latn
pseudoperplexity	slk_Latn	slk	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/slk_Latn
pseudoperplexity	vie_Latn	vie	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/vie_Latn
pseudoperplexity	amh_Ethi	amh	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/amh_Ethi
pseudoperplexity	epo_Latn	epo	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/epo_Latn
pseudoperplexity	bel_Cyrl	bel	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/bel_Cyrl
pseudoperplexity	xho_Latn	xho	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/xho_Latn
pseudoperplexity	hin_Deva	hin	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hin_Deva
pseudoperplexity	tam_Taml	tam	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/tam_Taml
pseudoperplexity	mon_Cyrl	mon	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mon_Cyrl
pseudoperplexity	ces_Latn	ces	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ces_Latn
pseudoperplexity	san_Deva	san	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/san_Deva
pseudoperplexity	hye_Armn	hye	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hye_Armn
pseudoperplexity	pus_Arab	pus	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/pus_Arab
pseudoperplexity	som_Arab	som	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/som_Arab
pseudoperplexity	kan_Knda	kan	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kan_Knda
pseudoperplexity	isl_Latn	isl	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/isl_Latn
pseudoperplexity	ori_Orya	ori	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ori_Orya
pseudoperplexity	afr_Latn	afr	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/afr_Latn
pseudoperplexity	deu_Latn	deu	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/deu_Latn
pseudoperplexity	urd_Arab	urd	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/urd_Arab
pseudoperplexity	bul_Cyrl	bul	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/bul_Cyrl
pseudoperplexity	tgl_Latn	tgl	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/tgl_Latn
pseudoperplexity	eus_Latn	eus	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/eus_Latn
