model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_mean_conv5way_step5000	aligned_bible_src_eng	all	300	0.916824	0.025826	0.878916	0.961096
v52_mean_conv5way_step5000	aligned_bible_src_eng	v5_target	300	0.916824	0.025826	0.878916	0.961096
v52_mean_conv5way_step5000	aligned_tatoeba_src_eng	all	300	0.916427	0.162259	0.842300	0.983797
v52_mean_conv5way_step5000	aligned_tatoeba_src_eng	v5_target	300	0.916427	0.162259	0.842300	0.983797
v52_mean_conv5way_step5000	roundtrip_eng_pivot	all	300	0.914805	0.009285	0.878916	0.946390
v52_mean_conv5way_step5000	roundtrip_eng_pivot	v5_target	300	0.914805	0.009285	0.878916	0.946390
v52_mean_conv5way_step5000	roundtrip_src_eng	all	300	0.913995	0.005063	0.878916	0.948011
v52_mean_conv5way_step5000	roundtrip_src_eng	v5_target	300	0.913995	0.005063	0.878916	0.948011
v52_mean_conv5way_step5000	roundtrip_src_pivot	all	300	0.941654	0.354343	0.892113	0.982810
v52_mean_conv5way_step5000	roundtrip_src_pivot	v5_target	300	0.941654	0.354343	0.892113	0.982810
v52_mean_conv5way_step5000	same_language_bible_adjacent	all	300	0.978761	0.747927	0.924954	0.997942
v52_mean_conv5way_step5000	same_language_bible_adjacent	v5_target	300	0.978761	0.747927	0.924954	0.997942
v52_mean_conv5way_step5000	same_language_tatoeba_adjacent	all	300	0.941264	0.363703	0.870749	0.999431
v52_mean_conv5way_step5000	same_language_tatoeba_adjacent	v5_target	300	0.941264	0.363703	0.870749	0.999431
