model_key	point_id	language_script	group	x	y	text_preview
v52_fvt_conv5way_step40000	p0	dtp_Latn	v5_target	-0.194620	-0.506442	Songkuro ginayo lo?
v52_fvt_conv5way_step40000	p1	eng_Latn	v5_target	-0.499366	0.173088	How big will it be?
v52_fvt_conv5way_step40000	p2	dtp_Latn	v5_target	-0.139398	-0.440858	Langad-langadon ku diya!
v52_fvt_conv5way_step40000	p3	eng_Latn	v5_target	-0.404805	0.264953	My longing for you is killing me!
v52_fvt_conv5way_step40000	p4	dtp_Latn	v5_target	0.384326	-0.475193	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_fvt_conv5way_step40000	p5	eng_Latn	v5_target	-0.376259	0.303355	I recently broke up with my boyfriend of three years.
v52_fvt_conv5way_step40000	p6	dtp_Latn	v5_target	0.341277	-0.623025	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_fvt_conv5way_step40000	p7	eng_Latn	v5_target	-0.353934	0.416388	I've been able to drive for more than twenty years.
v52_fvt_conv5way_step40000	p8	dtp_Latn	v5_target	-0.371820	-0.289393	Luminabus i Tom.
v52_fvt_conv5way_step40000	p9	eng_Latn	v5_target	-0.557932	-0.094602	Tom was out.
v52_fvt_conv5way_step40000	p10	dtp_Latn	v5_target	-0.174555	-0.640360	Manu oku poposolon di Tom.
v52_fvt_conv5way_step40000	p11	eng_Latn	v5_target	-0.482992	0.151408	I want to make Tom jealous.
v52_fvt_conv5way_step40000	p12	dtp_Latn	v5_target	-0.139532	-0.621477	Orohian ko' do kumaau.
v52_fvt_conv5way_step40000	p13	eng_Latn	v5_target	-0.576011	0.050494	You like swimming.
v52_fvt_conv5way_step40000	p14	dtp_Latn	v5_target	-0.038177	-0.555752	Au kou mangandad no sominggu?
v52_fvt_conv5way_step40000	p15	eng_Latn	v5_target	-0.374670	0.321805	Couldn't you have just waited a week?
v52_fvt_conv5way_step40000	p16	dtp_Latn	v5_target	-0.036392	-0.538742	Osonong tomod ura tinan nu mantad doho.
v52_fvt_conv5way_step40000	p17	eng_Latn	v5_target	-0.466685	0.338630	You're in better shape than I am.
v52_fvt_conv5way_step40000	p18	dtp_Latn	v5_target	-0.169848	-0.505556	Mamadil oku kama dau.
v52_fvt_conv5way_step40000	p19	eng_Latn	v5_target	-0.511590	0.149090	I'm gonna shoot him.
v52_fvt_conv5way_step40000	p20	dtp_Latn	v5_target	0.139524	-0.629131	Nokoumbal kou nokorongou diti tangon no?
v52_fvt_conv5way_step40000	p21	eng_Latn	v5_target	-0.454487	0.216698	Have you heard this story already?
v52_fvt_conv5way_step40000	p22	dtp_Latn	v5_target	0.065732	-0.614771	Obuli ko' daa lumisok kaka ri?
v52_fvt_conv5way_step40000	p23	eng_Latn	v5_target	-0.521148	0.185532	Can you keep a secret?
v52_fvt_conv5way_step40000	p24	dtp_Latn	v5_target	0.238829	-0.527183	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_fvt_conv5way_step40000	p25	eng_Latn	v5_target	-0.349526	0.409029	A piano is expensive, but a car is more expensive.
v52_fvt_conv5way_step40000	p26	dtp_Latn	v5_target	-0.035466	-0.532875	Minsingilo' ko' nangku boros Inggilis?
v52_fvt_conv5way_step40000	p27	eng_Latn	v5_target	-0.465131	0.060744	Do you study English?
v52_fvt_conv5way_step40000	p28	dtp_Latn	v5_target	0.046850	-0.547847	Milo' oku daa mokianu kamus nu?
v52_fvt_conv5way_step40000	p29	eng_Latn	v5_target	-0.496993	0.020520	May I borrow your dictionary?
v52_fvt_conv5way_step40000	p30	dtp_Latn	v5_target	0.026976	-0.614291	Otopot toi maso id jam nu?
v52_fvt_conv5way_step40000	p31	eng_Latn	v5_target	-0.556267	0.060197	Is your watch correct?
v52_fvt_conv5way_step40000	p32	dtp_Latn	v5_target	0.418709	-0.522557	Tinantu i pososoriuk nopo tumau sompomogunan nga milo' gompion gisom do hatus toun tobontol.
v52_fvt_conv5way_step40000	p33	eng_Latn	v5_target	-0.257567	0.411193	Some scientists predict that the world oil reserves will be used up within a century.
v52_fvt_conv5way_step40000	p34	dtp_Latn	v5_target	-0.169495	-0.526453	Manu ko' do apol?
v52_fvt_conv5way_step40000	p35	eng_Latn	v5_target	-0.542552	0.127526	Do you like apples?
v52_fvt_conv5way_step40000	p36	dtp_Latn	v5_target	-0.263256	-0.508378	Mada oku dii.
v52_fvt_conv5way_step40000	p37	eng_Latn	v5_target	-0.459713	0.168963	I don't think so.
v52_fvt_conv5way_step40000	p38	dtp_Latn	v5_target	-0.334713	-0.510103	Olumis ilo wotik.
v52_fvt_conv5way_step40000	p39	eng_Latn	v5_target	-0.540577	0.161491	That's a pretty colour.
v52_fvt_conv5way_step40000	p40	dtp_Latn	v5_target	0.041700	-0.688935	Au oku nokoilo nunu o taakan ku kosodop.
v52_fvt_conv5way_step40000	p41	eng_Latn	v5_target	-0.419771	0.301946	I can't remember what I ate last night.
v52_fvt_conv5way_step40000	p42	dtp_Latn	v5_target	0.089663	-0.510872	Nokoumbal ko' minoi hilo'd Paris di gulu?
v52_fvt_conv5way_step40000	p43	eng_Latn	v5_target	-0.401735	0.223432	Have you ever been to Paris?
v52_fvt_conv5way_step40000	p44	dtp_Latn	v5_target	-0.005754	-0.663308	Kikaraja isido dot oruhai sabaagi do mananaip.
v52_fvt_conv5way_step40000	p45	eng_Latn	v5_target	-0.354585	0.193528	She got a part-time job as a typist.
v52_fvt_conv5way_step40000	p46	dtp_Latn	v5_target	0.341945	-0.456603	Manahak nopo do tunturu tokoro nga onuan disio do tunturu ngai iso longon.
v52_fvt_conv5way_step40000	p47	eng_Latn	v5_target	-0.271312	0.470802	Give someone the little finger, and he will take the whole hand.
v52_fvt_conv5way_step40000	p48	dtp_Latn	v5_target	-0.256587	-0.561509	Muhot oku diya po toruhai kio.
v52_fvt_conv5way_step40000	p49	eng_Latn	v5_target	-0.444644	0.294457	I want to ask you one last favor.
v52_fvt_conv5way_step40000	p50	dtp_Latn	v5_target	0.087070	-0.489808	Ih singa nopo nga wowoyoon hiri'd gowuton.
v52_fvt_conv5way_step40000	p51	eng_Latn	v5_target	-0.361730	0.295530	The lion is the king of the jungle.
v52_fvt_conv5way_step40000	p52	dtp_Latn	v5_target	-0.291448	-0.517590	Au tagal tikit.
v52_fvt_conv5way_step40000	p53	eng_Latn	v5_target	-0.521016	0.055365	No tickets are needed.
v52_fvt_conv5way_step40000	p54	dtp_Latn	v5_target	-0.127244	-0.654729	Au tagal yahai ponongkiboros diolo.
v52_fvt_conv5way_step40000	p55	eng_Latn	v5_target	-0.455708	0.339858	We don't need to talk to them.
v52_fvt_conv5way_step40000	p56	dtp_Latn	v5_target	-0.197538	-0.574822	Nunu binoli nu?
v52_fvt_conv5way_step40000	p57	eng_Latn	v5_target	-0.489868	0.104646	What did you buy?
v52_fvt_conv5way_step40000	p58	dtp_Latn	v5_target	-0.251143	-0.595959	Obulou ilo tawan.
v52_fvt_conv5way_step40000	p59	eng_Latn	v5_target	-0.601338	0.038360	The sky is blue.
v52_fvt_conv5way_step40000	p60	dtp_Latn	v5_target	0.307923	-0.477442	Orohian nogi mintong do pulitik tulun Amorika kokomoi do timpu pomilian do pirisidion.
v52_fvt_conv5way_step40000	p61	eng_Latn	v5_target	-0.298404	0.421466	It's interesting to observe American politics, especially during a presidential election.
v52_fvt_conv5way_step40000	p62	dtp_Latn	v5_target	-0.228520	-0.490516	Iti nopo nga bunsiling di Mike.
v52_fvt_conv5way_step40000	p63	eng_Latn	v5_target	-0.480637	0.176560	This is Mike's bicycle.
v52_fvt_conv5way_step40000	p64	dtp_Latn	v5_target	0.507880	-0.416417	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_fvt_conv5way_step40000	p65	eng_Latn	v5_target	-0.123064	0.577313	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_fvt_conv5way_step40000	p66	dtp_Latn	v5_target	-0.136317	-0.461697	I Andi Smith songulun mongigia boros Inggilis?
v52_fvt_conv5way_step40000	p67	eng_Latn	v5_target	-0.464849	0.173514	Is Mrs. Smith an English teacher?
v52_fvt_conv5way_step40000	p68	dtp_Latn	v5_target	0.175081	-0.495006	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_fvt_conv5way_step40000	p69	eng_Latn	v5_target	-0.443753	0.212454	Tom drove Mary's car to Boston.
v52_fvt_conv5way_step40000	p70	dtp_Latn	v5_target	-0.105005	-0.596602	Nokuro tu apatut yahai maan dilo?
v52_fvt_conv5way_step40000	p71	eng_Latn	v5_target	-0.431387	0.323699	Why would we need to do that?
v52_fvt_conv5way_step40000	p72	dtp_Latn	v5_target	0.071369	-0.554993	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_fvt_conv5way_step40000	p73	eng_Latn	v5_target	-0.459780	0.275425	Tom should already be in Australia by now.
v52_fvt_conv5way_step40000	p74	dtp_Latn	v5_target	-0.269582	-0.563049	Maan oku do tosikap kio.
v52_fvt_conv5way_step40000	p75	eng_Latn	v5_target	-0.479399	-0.013340	I have to hurry!
v52_fvt_conv5way_step40000	p76	dtp_Latn	v5_target	-0.288140	-0.499058	Umbalan ku no koti.
v52_fvt_conv5way_step40000	p77	eng_Latn	v5_target	-0.568199	0.132955	I have to try.
v52_fvt_conv5way_step40000	p78	dtp_Latn	v5_target	-0.065594	-0.481566	Rongoho no sawo nu oi Tom.
v52_fvt_conv5way_step40000	p79	eng_Latn	v5_target	-0.525794	0.250686	Listen to your wife, Tom.
v52_fvt_conv5way_step40000	p80	dtp_Latn	v5_target	-0.092371	-0.636528	Atuukoi, iti nopo nga tangaraat nodi!
