model_key	point_id	language_script	group	x	y	text_preview
v52_weighted_fvt_conv5way_step44000	p0	dtp_Latn	v5_target	-0.219319	-0.550796	Songkuro ginayo lo?
v52_weighted_fvt_conv5way_step44000	p1	eng_Latn	v5_target	-0.515192	0.148803	How big will it be?
v52_weighted_fvt_conv5way_step44000	p2	dtp_Latn	v5_target	-0.161749	-0.454144	Langad-langadon ku diya!
v52_weighted_fvt_conv5way_step44000	p3	eng_Latn	v5_target	-0.386095	0.257215	My longing for you is killing me!
v52_weighted_fvt_conv5way_step44000	p4	dtp_Latn	v5_target	0.418670	-0.491607	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_weighted_fvt_conv5way_step44000	p5	eng_Latn	v5_target	-0.348427	0.271871	I recently broke up with my boyfriend of three years.
v52_weighted_fvt_conv5way_step44000	p6	dtp_Latn	v5_target	0.314593	-0.587207	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_weighted_fvt_conv5way_step44000	p7	eng_Latn	v5_target	-0.361497	0.389063	I've been able to drive for more than twenty years.
v52_weighted_fvt_conv5way_step44000	p8	dtp_Latn	v5_target	-0.377822	-0.261944	Luminabus i Tom.
v52_weighted_fvt_conv5way_step44000	p9	eng_Latn	v5_target	-0.523152	-0.100222	Tom was out.
v52_weighted_fvt_conv5way_step44000	p10	dtp_Latn	v5_target	-0.197623	-0.559595	Manu oku poposolon di Tom.
v52_weighted_fvt_conv5way_step44000	p11	eng_Latn	v5_target	-0.441560	0.143948	I want to make Tom jealous.
v52_weighted_fvt_conv5way_step44000	p12	dtp_Latn	v5_target	-0.174987	-0.572633	Orohian ko' do kumaau.
v52_weighted_fvt_conv5way_step44000	p13	eng_Latn	v5_target	-0.546541	-0.000762	You like swimming.
v52_weighted_fvt_conv5way_step44000	p14	dtp_Latn	v5_target	-0.041618	-0.581769	Au kou mangandad no sominggu?
v52_weighted_fvt_conv5way_step44000	p15	eng_Latn	v5_target	-0.385778	0.276047	Couldn't you have just waited a week?
v52_weighted_fvt_conv5way_step44000	p16	dtp_Latn	v5_target	0.017752	-0.542132	Osonong tomod ura tinan nu mantad doho.
v52_weighted_fvt_conv5way_step44000	p17	eng_Latn	v5_target	-0.453132	0.330912	You're in better shape than I am.
v52_weighted_fvt_conv5way_step44000	p18	dtp_Latn	v5_target	-0.153521	-0.487463	Mamadil oku kama dau.
v52_weighted_fvt_conv5way_step44000	p19	eng_Latn	v5_target	-0.459855	0.144905	I'm gonna shoot him.
v52_weighted_fvt_conv5way_step44000	p20	dtp_Latn	v5_target	0.119390	-0.655952	Nokoumbal kou nokorongou diti tangon no?
v52_weighted_fvt_conv5way_step44000	p21	eng_Latn	v5_target	-0.433551	0.226354	Have you heard this story already?
v52_weighted_fvt_conv5way_step44000	p22	dtp_Latn	v5_target	0.087478	-0.554772	Obuli ko' daa lumisok kaka ri?
v52_weighted_fvt_conv5way_step44000	p23	eng_Latn	v5_target	-0.512076	0.133270	Can you keep a secret?
v52_weighted_fvt_conv5way_step44000	p24	dtp_Latn	v5_target	0.248664	-0.539066	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_weighted_fvt_conv5way_step44000	p25	eng_Latn	v5_target	-0.340024	0.353175	A piano is expensive, but a car is more expensive.
v52_weighted_fvt_conv5way_step44000	p26	dtp_Latn	v5_target	-0.036464	-0.521075	Minsingilo' ko' nangku boros Inggilis?
v52_weighted_fvt_conv5way_step44000	p27	eng_Latn	v5_target	-0.431443	0.027433	Do you study English?
v52_weighted_fvt_conv5way_step44000	p28	dtp_Latn	v5_target	0.027505	-0.444799	Milo' oku daa mokianu kamus nu?
v52_weighted_fvt_conv5way_step44000	p29	eng_Latn	v5_target	-0.446964	0.020240	May I borrow your dictionary?
v52_weighted_fvt_conv5way_step44000	p30	dtp_Latn	v5_target	-0.004867	-0.583662	Otopot toi maso id jam nu?
v52_weighted_fvt_conv5way_step44000	p31	eng_Latn	v5_target	-0.533843	0.040402	Is your watch correct?
v52_weighted_fvt_conv5way_step44000	p32	dtp_Latn	v5_target	0.440521	-0.477992	Tinantu i pososoriuk nopo tumau sompomogunan nga milo' gompion gisom do hatus toun tobontol.
v52_weighted_fvt_conv5way_step44000	p33	eng_Latn	v5_target	-0.278032	0.381698	Some scientists predict that the world oil reserves will be used up within a century.
v52_weighted_fvt_conv5way_step44000	p34	dtp_Latn	v5_target	-0.175797	-0.482468	Manu ko' do apol?
v52_weighted_fvt_conv5way_step44000	p35	eng_Latn	v5_target	-0.529373	0.057005	Do you like apples?
v52_weighted_fvt_conv5way_step44000	p36	dtp_Latn	v5_target	-0.211904	-0.488522	Mada oku dii.
v52_weighted_fvt_conv5way_step44000	p37	eng_Latn	v5_target	-0.432610	0.144052	I don't think so.
v52_weighted_fvt_conv5way_step44000	p38	dtp_Latn	v5_target	-0.307774	-0.499401	Olumis ilo wotik.
v52_weighted_fvt_conv5way_step44000	p39	eng_Latn	v5_target	-0.503643	0.141726	That's a pretty colour.
v52_weighted_fvt_conv5way_step44000	p40	dtp_Latn	v5_target	0.059798	-0.727513	Au oku nokoilo nunu o taakan ku kosodop.
v52_weighted_fvt_conv5way_step44000	p41	eng_Latn	v5_target	-0.397584	0.275074	I can't remember what I ate last night.
v52_weighted_fvt_conv5way_step44000	p42	dtp_Latn	v5_target	0.118591	-0.507771	Nokoumbal ko' minoi hilo'd Paris di gulu?
v52_weighted_fvt_conv5way_step44000	p43	eng_Latn	v5_target	-0.424179	0.198814	Have you ever been to Paris?
v52_weighted_fvt_conv5way_step44000	p44	dtp_Latn	v5_target	-0.001571	-0.617395	Kikaraja isido dot oruhai sabaagi do mananaip.
v52_weighted_fvt_conv5way_step44000	p45	eng_Latn	v5_target	-0.329683	0.194679	She got a part-time job as a typist.
v52_weighted_fvt_conv5way_step44000	p46	dtp_Latn	v5_target	0.293008	-0.390057	Manahak nopo do tunturu tokoro nga onuan disio do tunturu ngai iso longon.
v52_weighted_fvt_conv5way_step44000	p47	eng_Latn	v5_target	-0.269375	0.430285	Give someone the little finger, and he will take the whole hand.
v52_weighted_fvt_conv5way_step44000	p48	dtp_Latn	v5_target	-0.167450	-0.579041	Muhot oku diya po toruhai kio.
v52_weighted_fvt_conv5way_step44000	p49	eng_Latn	v5_target	-0.415037	0.269704	I want to ask you one last favor.
v52_weighted_fvt_conv5way_step44000	p50	dtp_Latn	v5_target	0.136020	-0.468599	Ih singa nopo nga wowoyoon hiri'd gowuton.
v52_weighted_fvt_conv5way_step44000	p51	eng_Latn	v5_target	-0.306146	0.266042	The lion is the king of the jungle.
v52_weighted_fvt_conv5way_step44000	p52	dtp_Latn	v5_target	-0.292441	-0.479558	Au tagal tikit.
v52_weighted_fvt_conv5way_step44000	p53	eng_Latn	v5_target	-0.509758	0.094845	No tickets are needed.
v52_weighted_fvt_conv5way_step44000	p54	dtp_Latn	v5_target	-0.118727	-0.567788	Au tagal yahai ponongkiboros diolo.
v52_weighted_fvt_conv5way_step44000	p55	eng_Latn	v5_target	-0.420491	0.336223	We don't need to talk to them.
v52_weighted_fvt_conv5way_step44000	p56	dtp_Latn	v5_target	-0.224049	-0.564142	Nunu binoli nu?
v52_weighted_fvt_conv5way_step44000	p57	eng_Latn	v5_target	-0.472182	0.082090	What did you buy?
v52_weighted_fvt_conv5way_step44000	p58	dtp_Latn	v5_target	-0.236749	-0.577078	Obulou ilo tawan.
v52_weighted_fvt_conv5way_step44000	p59	eng_Latn	v5_target	-0.539948	0.048860	The sky is blue.
v52_weighted_fvt_conv5way_step44000	p60	dtp_Latn	v5_target	0.350344	-0.466489	Orohian nogi mintong do pulitik tulun Amorika kokomoi do timpu pomilian do pirisidion.
v52_weighted_fvt_conv5way_step44000	p61	eng_Latn	v5_target	-0.327027	0.393642	It's interesting to observe American politics, especially during a presidential election.
v52_weighted_fvt_conv5way_step44000	p62	dtp_Latn	v5_target	-0.195336	-0.477875	Iti nopo nga bunsiling di Mike.
v52_weighted_fvt_conv5way_step44000	p63	eng_Latn	v5_target	-0.421849	0.202875	This is Mike's bicycle.
v52_weighted_fvt_conv5way_step44000	p64	dtp_Latn	v5_target	0.495923	-0.421789	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_weighted_fvt_conv5way_step44000	p65	eng_Latn	v5_target	-0.147405	0.523632	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_weighted_fvt_conv5way_step44000	p66	dtp_Latn	v5_target	-0.132854	-0.418667	I Andi Smith songulun mongigia boros Inggilis?
v52_weighted_fvt_conv5way_step44000	p67	eng_Latn	v5_target	-0.436834	0.156459	Is Mrs. Smith an English teacher?
v52_weighted_fvt_conv5way_step44000	p68	dtp_Latn	v5_target	0.147307	-0.459844	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_weighted_fvt_conv5way_step44000	p69	eng_Latn	v5_target	-0.395771	0.219925	Tom drove Mary's car to Boston.
v52_weighted_fvt_conv5way_step44000	p70	dtp_Latn	v5_target	-0.091609	-0.562689	Nokuro tu apatut yahai maan dilo?
v52_weighted_fvt_conv5way_step44000	p71	eng_Latn	v5_target	-0.462254	0.274887	Why would we need to do that?
v52_weighted_fvt_conv5way_step44000	p72	dtp_Latn	v5_target	0.089484	-0.491688	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_weighted_fvt_conv5way_step44000	p73	eng_Latn	v5_target	-0.422308	0.242700	Tom should already be in Australia by now.
v52_weighted_fvt_conv5way_step44000	p74	dtp_Latn	v5_target	-0.188827	-0.581388	Maan oku do tosikap kio.
v52_weighted_fvt_conv5way_step44000	p75	eng_Latn	v5_target	-0.476612	-0.004435	I have to hurry!
v52_weighted_fvt_conv5way_step44000	p76	dtp_Latn	v5_target	-0.264433	-0.436643	Umbalan ku no koti.
v52_weighted_fvt_conv5way_step44000	p77	eng_Latn	v5_target	-0.543964	0.096002	I have to try.
v52_weighted_fvt_conv5way_step44000	p78	dtp_Latn	v5_target	-0.096487	-0.469157	Rongoho no sawo nu oi Tom.
v52_weighted_fvt_conv5way_step44000	p79	eng_Latn	v5_target	-0.498025	0.223986	Listen to your wife, Tom.
v52_weighted_fvt_conv5way_step44000	p80	dtp_Latn	v5_target	-0.032231	-0.623617	Atuukoi, iti nopo nga tangaraat nodi!
v52_weighted_fvt_conv5way_step44000	p81	eng_Latn	v5_target	-0.363368	0.206108	Oh my god, it's complete chaos!
v52_weighted_fvt_conv5way_step44000	p82	dtp_Latn	v5_target	-0.206006	-0.620927	Ongotumbayaan i toinsanan.
v52_weighted_fvt_conv5way_step44000	p83	eng_Latn	v5_target	-0.565744	0.206754	Everybody believes it.
v52_weighted_fvt_conv5way_step44000	p84	dtp_Latn	v5_target	-0.146503	-0.562287	Amu kopunong sisimbar nu.
v52_weighted_fvt_conv5way_step44000	p85	eng_Latn	v5_target	-0.561010	0.075861	Your answer is wrong.
v52_weighted_fvt_conv5way_step44000	p86	dtp_Latn	v5_target	-0.063784	-0.648297	Poopio ilo rinomos id labus.
v52_weighted_fvt_conv5way_step44000	p87	eng_Latn	v5_target	-0.440338	0.094679	Put the garbage outside.
v52_weighted_fvt_conv5way_step44000	p88	dtp_Latn	v5_target	-0.209885	-0.536844	Otopot ko diti?
v52_weighted_fvt_conv5way_step44000	p89	eng_Latn	v5_target	-0.527165	0.187751	Are you sure this is real?
v52_weighted_fvt_conv5way_step44000	p90	dtp_Latn	v5_target	-0.121064	-0.619396	Awasiu iti waig do tikanas.
v52_weighted_fvt_conv5way_step44000	p91	eng_Latn	v5_target	-0.535855	0.129999	This soup tastes good.
v52_weighted_fvt_conv5way_step44000	p92	dtp_Latn	v5_target	0.284205	-0.655918	Mamaraag i tongo injiniur dilo sunsuyon tu karaag dot oruhai.
v52_weighted_fvt_conv5way_step44000	p93	eng_Latn	v5_target	-0.285689	0.404844	The engineers blew up the bridge because it was about to collapse.
v52_weighted_fvt_conv5way_step44000	p94	dtp_Latn	v5_target	-0.154717	-0.583621	Honggo ko dii?
v52_weighted_fvt_conv5way_step44000	p95	eng_Latn	v5_target	-0.508374	0.067865	Where are you?
v52_weighted_fvt_conv5way_step44000	p96	dtp_Latn	v5_target	0.281818	-0.540395	Au oku milo wonsoyon dilo nga mogot daa haro uhupan di Tom.
v52_weighted_fvt_conv5way_step44000	p97	eng_Latn	v5_target	-0.397683	0.380964	I can't do that unless I have Tom's help.
v52_weighted_fvt_conv5way_step44000	p98	dtp_Latn	v5_target	0.026917	-0.636974	Kapatai matu iyau id onom tulan kangku daa.
v52_weighted_fvt_conv5way_step44000	p99	eng_Latn	v5_target	-0.460626	0.331069	I have expected his death for six months.
v52_weighted_fvt_conv5way_step44000	p100	dtp_Latn	v5_target	-0.040403	-0.576892	Olunggui oku om ohuyan i.
v52_weighted_fvt_conv5way_step44000	p101	eng_Latn	v5_target	-0.432244	0.082305	I'm broke and tired.
