model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_mean_conv5way_step2000	aligned_bible_src_eng	all	300	0.919127	0.025237	0.877756	0.965115
v52_mean_conv5way_step2000	aligned_bible_src_eng	v5_target	300	0.919127	0.025237	0.877756	0.965115
v52_mean_conv5way_step2000	aligned_tatoeba_src_eng	all	300	0.914413	0.138286	0.839902	0.983360
v52_mean_conv5way_step2000	aligned_tatoeba_src_eng	v5_target	300	0.914413	0.138286	0.839902	0.983360
v52_mean_conv5way_step2000	roundtrip_eng_pivot	all	300	0.917320	0.013617	0.877756	0.952288
v52_mean_conv5way_step2000	roundtrip_eng_pivot	v5_target	300	0.917320	0.013617	0.877756	0.952288
v52_mean_conv5way_step2000	roundtrip_src_eng	all	300	0.916210	0.007015	0.877756	0.952288
v52_mean_conv5way_step2000	roundtrip_src_eng	v5_target	300	0.916210	0.007015	0.877756	0.952288
v52_mean_conv5way_step2000	roundtrip_src_pivot	all	300	0.943464	0.369381	0.890044	0.984168
v52_mean_conv5way_step2000	roundtrip_src_pivot	v5_target	300	0.943464	0.369381	0.890044	0.984168
v52_mean_conv5way_step2000	same_language_bible_adjacent	all	300	0.978183	0.736420	0.921109	0.997911
v52_mean_conv5way_step2000	same_language_bible_adjacent	v5_target	300	0.978183	0.736420	0.921109	0.997911
v52_mean_conv5way_step2000	same_language_tatoeba_adjacent	all	300	0.941472	0.353213	0.873415	0.999634
v52_mean_conv5way_step2000	same_language_tatoeba_adjacent	v5_target	300	0.941472	0.353213	0.873415	0.999634
