model_key	point_id	language_script	group	x	y	text_preview
v52_random_conv5way_step43000	p0	dtp_Latn	v5_target	0.041641	-0.449462	Songkuro ginayo lo?
v52_random_conv5way_step43000	p1	eng_Latn	v5_target	0.530802	0.109557	How big will it be?
v52_random_conv5way_step43000	p2	dtp_Latn	v5_target	0.010868	-0.450241	Langad-langadon ku diya!
v52_random_conv5way_step43000	p3	eng_Latn	v5_target	0.456870	0.243519	My longing for you is killing me!
v52_random_conv5way_step43000	p4	dtp_Latn	v5_target	-0.534011	-0.332907	Tuminongkiad oku id solinaid piginawaan ku maya tanakwagu ku do tolu' toun di tinu.
v52_random_conv5way_step43000	p5	eng_Latn	v5_target	0.444125	0.205384	I recently broke up with my boyfriend of three years.
v52_random_conv5way_step43000	p6	dtp_Latn	v5_target	-0.443776	-0.469017	Nokoilo' oku papapanau do korita lolobi po mantad duo nohopod toun.
v52_random_conv5way_step43000	p7	eng_Latn	v5_target	0.443411	0.324757	I've been able to drive for more than twenty years.
v52_random_conv5way_step43000	p8	dtp_Latn	v5_target	0.363069	-0.330098	Luminabus i Tom.
v52_random_conv5way_step43000	p9	eng_Latn	v5_target	0.555575	-0.122483	Tom was out.
v52_random_conv5way_step43000	p10	dtp_Latn	v5_target	0.301725	-0.388544	Manu oku poposolon di Tom.
v52_random_conv5way_step43000	p11	eng_Latn	v5_target	0.533134	0.062249	I want to make Tom jealous.
v52_random_conv5way_step43000	p12	dtp_Latn	v5_target	0.047642	-0.570108	Orohian ko' do kumaau.
v52_random_conv5way_step43000	p13	eng_Latn	v5_target	0.571236	-0.009032	You like swimming.
v52_random_conv5way_step43000	p14	dtp_Latn	v5_target	-0.117204	-0.625734	Au kou mangandad no sominggu?
v52_random_conv5way_step43000	p15	eng_Latn	v5_target	0.466123	0.228350	Couldn't you have just waited a week?
v52_random_conv5way_step43000	p16	dtp_Latn	v5_target	-0.243287	-0.529379	Osonong tomod ura tinan nu mantad doho.
v52_random_conv5way_step43000	p17	eng_Latn	v5_target	0.577872	0.249399	You're in better shape than I am.
